fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
base/outline/shrink	Base/outline/shrink	OPAQUE	a technical rendering/outline-shrink parameter, not anatomical content	NOT_APPLICABLE		Low		technical rendering-parameter artifact	P19
sideleftstrappointinward	SideLeftStrapPointInward	CLEAR	a strap object, side, left, pointed inward, owner unnamed	NEEDS_CONTEXT		Medium	a strap is the same object regardless of owner; ownership alone is missing	matches settled bare-strap rule-25 precedent despite the added position/direction detail	P19
lid.002	lid.002	PARTIAL	"a bare ""lid"" object, numbered; eyelid vs. a literal container lid compete"	NEEDS_CONTEXT		Low	"""lid"" has materially different core senses not resolved without an explicit ""eye"" qualifier"	multi-sense ambiguity	P19
seat	Seat+seat	CLEAR	a seat/chair prop	CLEAR	groupFile/Other	High		plain environment/prop object	P19
r_rear_holster_0u_6v	r_rear_holster_0u_6v	CLEAR	holster, right, rear, cloth-sim grid coordinate suffix	CLEAR	groupFile/Clothing	High		worn equipment defaults to Clothing absent explicit weapon/prop-assembly ownership (rule 16)	P19
r4	R4	OPAQUE	a bare side-marker-plus-number code, no object named	NOT_APPLICABLE		Low		side marker alone, no object	P19
bone_legfl3	Bone_LegFL3	CLEAR	leg anatomy bone, numbered, qualifier unclear	CLEAR	groupFile/Legs	Medium		"core leg reading is clear despite the unexplained ""FL"" qualifier (rule 22)"	P19
strings 3 jb	strings 3 JB	PARTIAL	"a ""strings"" object, numbered; hair strings, puppet strings, and musical strings all compete"	NEEDS_CONTEXT		Low	"""strings"" has materially different core senses not resolved by the literal"	multi-sense ambiguity	P19
tri_open	tri_open	OPAQUE	"an ambiguous ""tri""/""open"" fragment with no recoverable anatomical anchor"	NOT_APPLICABLE		Low		no recoverable referent	P19
l06	L06	OPAQUE	a bare side-marker-plus-number code, no object named	NOT_APPLICABLE		Low		side marker alone, no object	P19
attach_bip_pelvis_to_me	Attach_bip_pelvis_To_Me	CLEAR	a pelvis-anchored technical attachment-point control	CLEAR	groupFile/Body	Medium		pelvis-anchored technical control	P19
row_chair013	row_chair013	CLEAR	a chair prop, numbered	CLEAR	groupFile/Other	High		plain environment/prop object	P19
eye-angry-left	eye-angry-left	CLEAR	eye expression, angry, left	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P19
valvebiped.bip01_r_index03	ValveBiped.Bip01_R_Index03	CLEAR	index finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P19
page3_a	Page3_A	CLEAR	a book/page prop, page 3 variant A	CLEAR	groupFile/Other	Medium		matches the coherent Page<N>_<letter> prop naming series	P19
teeth-lower	teeth-lower	CLEAR	lower teeth anatomy	CLEAR	groupFile/Face/Lower Face	High		mouth-region hard anatomy, matches teeth_bot_l precedent	P19
legfix90sw l	LegFix90SW L	CLEAR	a leg deformation correction control, 90 degrees, left	CLEAR	groupFile/Correctives	High		"explicit ""Fix"" repair-purpose language"	P19
arm_twist.l	arm_twist.l	CLEAR	arm twist bone, left	CLEAR	groupFile/Arms/LeftArm	High		plain arm twist anatomy	P19
ltoe01n	LToe01N	CLEAR	toe anatomy, left, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy	P19
pad1_2	pad1_2	PARTIAL	"a ""pad"" object, numbered; armor pad, paw pad, and generic padding compete"	NEEDS_CONTEXT		Low	"""pad"" has materially different core senses not resolved by the literal"	multi-sense ambiguity	P19
rope.02.l	rope.02.L	PARTIAL	a rope object, left, numbered; physics-rope prop, hair-rope braid, and belt rope compete	NEEDS_CONTEXT		Low	"""rope"" has materially different core senses not resolved by the literal"	multi-sense ambiguity	P19
bip_l_foot_thumb_01	bip_l_foot_thumb_01	CLEAR	"big toe (""foot thumb""), left, numbered"	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy	P19
l_butt_bottem	L_Butt_bottem	CLEAR	"buttock anatomy, left, bottom region (misspelled ""bottem"")"	CLEAR	groupFile/Body	High		structurally named buttock anatomy	P19
headgear_r.002	Headgear_R.002	CLEAR	headgear garment, right, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P19
wep_bullet3_round	WEP_Bullet3_Round	CLEAR	a bullet/ammunition prop, numbered	CLEAR	groupFile/Other	High		plain weapon-ammunition prop	P19
sidebutton2	SideButton2	CLEAR	a garment button/fastener, side, numbered	CLEAR	groupFile/Clothing	Medium		worn/garment fastener	P19
unusedbone_5b item_ffx_x-2_rikku_by_xxkammyxx	unusedbone_5B item_FFX_X-2_Rikku_By_xXKammyXx	CLEAR	self-declared unused bone	CLEAR	groupFile/Useless	High		self-declared unused	P19
bas.back_2	BAS.Back_2	CLEAR	back/spine-region control, numbered	CLEAR	groupFile/Body	Medium		"""Back"" (distinct from the BAS.Rear_* buttock-family pattern) reads as back/spine torso anatomy"	P19
polysurface235	polySurface235	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P19
upper.r	upper.r	OPAQUE	a bare direction word with a side marker, no object named	NOT_APPLICABLE		Low		direction+side alone, no object	P19
wep_fx_peq_light	WEP_FX_PEQ_Light	CLEAR	a weapon PEQ laser/light attachment effect	CLEAR	groupFile/Other	High		plain weapon-effect control	P19
unused_bone1_2	unused_bone1_2	CLEAR	self-declared unused bone, numbered	CLEAR	groupFile/Useless	High		self-declared unused	P19
polysurface43_6498	polySurface43_6498	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P19
bone098	Bone098	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P19
eyeshut2	EyeShut2	CLEAR	eye shut/closed state, numbered	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P19
feet width	Feet Width	CLEAR	feet shape/size morph, width	CLEAR	groupFile/Body Morphs	High		explicit width/size deformation word	P19
jiggle leg left knee	jiggle leg left knee	CLEAR	left knee jiggle-physics control	CLEAR	groupFile/Legs	High		structural knee jiggle-chain control	P19
spine upper_r.001	spine upper_R.001	CLEAR	spine anatomy, upper, numbered	CLEAR	groupFile/Body	High		plain torso anatomy	P19
tailstope2	TailsTopE2	CLEAR	tail anatomy, top region, numbered	CLEAR	groupFile/Tail	Medium		plain tail anatomy	P19
wrap 2	wrap 2	CLEAR	a wrap garment/accessory, numbered	CLEAR	groupFile/Clothing	Medium		worn garment/accessory item	P19
l_front_holster_0u_1v	l_front_holster_0u_1v	CLEAR	holster, left, front, cloth-sim grid coordinate suffix	CLEAR	groupFile/Clothing	High		worn equipment defaults to Clothing absent explicit weapon/prop-assembly ownership (rule 16)	P19
second_arms_l_thumb3	Second_Arms_L_Thumb3	CLEAR	"thumb of a ""second"" (extra) left arm, numbered"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium		extra-limb finger anatomy; limb count does not change destination (rule 19)	P19
eyeball left	Eyeball Left+eyeball left	CLEAR	eyeball anatomy, left	CLEAR	groupFile/Face/Eyes	High		plain eye anatomy	P19
bip_tail_a_06	bip_tail_a_06	CLEAR	tail anatomy, variant a, numbered	CLEAR	groupFile/Tail	High		plain tail anatomy	P19
bobcut.right_3	Bobcut.Right_3	CLEAR	bob-cut hairstyle, right, numbered	CLEAR	groupFile/Hair	High		plain hair-style anatomy	P19
legboxyshape	Legboxyshape	CLEAR	"leg shape morph, ""boxy"" variant"	CLEAR	groupFile/Body Morphs	High		explicit shape deformation word	P19
c_arl_b01	C_ARL_B01	OPAQUE	cryptic code, center, no recoverable anatomical content	NOT_APPLICABLE		Low		ungrounded code	P19
arm left twist	arm left twist	CLEAR	arm twist bone, left	CLEAR	groupFile/Arms/LeftArm	High		plain arm twist anatomy	P19
ckarmraise90l	CKArmRaise90L	CLEAR	arm raise control, 90 degrees, left	CLEAR	groupFile/Arms/LeftArm	High		plain arm anatomy	P19
l_part	L_part	CLEAR	a hair part (dividing line), left	CLEAR	groupFile/Hair	Medium		"""part"" is a recognized hairstyling term"	P19
ebouterupperl	EBOuterUpperL	CLEAR	eyebrow, outer, upper, left	CLEAR	groupFile/Face/Upper Face	High		"""EB"" (eyebrow) abbreviation matches the established EBOuterUpperR corpus term"	P19
bip_head-chip	bip_head-Chip	CLEAR	"head anatomy, ""chip"" qualifier unresolved"	CLEAR	groupFile/Body	Medium		"bare structural head defaults to Body (rule 13); ""chip"" is a non-core detail (rule 22)"	P19
l_fin_front_c	l_fin_front_c	CLEAR	a creature fin, left, front, variant c	NEEDS_CONTEXT		Low	fin anatomy is clear but no established Master destination convention for fins is known	anatomy clear, destination convention unestablished	P19
r_front_holster_0u_11v	r_front_holster_0u_11v	CLEAR	holster, right, front, cloth-sim grid coordinate suffix	CLEAR	groupFile/Clothing	High		worn equipment defaults to Clothing absent explicit weapon/prop-assembly ownership (rule 16)	P19
left index proximal	Left Index Proximal	CLEAR	index finger, proximal segment, left	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P19
flm-arma-tail3	Flm-ArmA-Tail3	CLEAR	tail anatomy, under the Flm-ArmA rig namespace, numbered	CLEAR	groupFile/Tail	Medium		"""Tail"" is the explicit named region regardless of the internal ""ArmA"" namespace label"	P19
