fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
enginelf	EngineLF	CLEAR	a vehicle/mechanical engine, left-front position	CLEAR	groupFile/Other	Medium		recognized mechanical prop	P62
bas.rear_right_3	BAS.Rear_Right_3	OPAQUE	within the already-unreliable BAS. internal namespace, a bare position label supplies no further content	NOT_APPLICABLE		Low		matches the settled BAS. internal-namespace precedent	P62
bone175	Bone175	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P62
left_pussy_widen2	Left_pussy_widen2	CLEAR	a genital "widen" shape morph, left, numbered	CLEAR	groupFile/Body Morphs	High		explicit shape/state deformation word (rule 7)	P62
chamber	Chamber	PARTIAL	a "chamber" (mechanical/weapon part vs. a room/environment feature)	NEEDS_CONTEXT		Low	"chamber" has materially different core senses with nothing to disambiguate	multi-sense bare word	P62
bip001-head	Bip001-Head	CLEAR	head, bare structural, no specific feature named	CLEAR	groupFile/Body	High		bare head with no specific feature defaults to Body (rule 13)	P62
valvebiped.joint5	ValveBiped.joint5	OPAQUE	generic numbered joint on a generic rig prefix	NOT_APPLICABLE		Low		matches the settled generic-numbered-joint precedent	P62
catch2	catch2	CLEAR	a "catch" mechanism/function, numbered	NEEDS_CONTEXT		Medium	no owning object named for the catch mechanism	stable function word, owner unresolved	P62
middleleft2	MiddleLeft2	OPAQUE	a positional label ("middle," "left"), no object named	NOT_APPLICABLE		Low		bare position label with no object	P62
cross_02	cross_02	CLEAR	a cross/crucifix accessory, numbered	NEEDS_CONTEXT		Low	no owner named for the cross accessory	bare decorative-accessory noun, ownership unresolved (rule 25)	P62
d13	D13	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P62
unused b_l_ankle3helper	unused b_l_ankle3helper	CLEAR	a self-declared unused/duplicate placeholder	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P62
boobsie4	boobsie4	CLEAR	breast anatomy (informal term), numbered	CLEAR	groupFile/Body	Medium		plain structural anatomy, no explicit shape/action word (rule 6)	P62
def-brows1_r	DEF-brows1_R	CLEAR	right eyebrow, numbered (DEF- generic rig prefix)	CLEAR	groupFile/Face/Upper Face	High		DEF- prefix carries no destination signal (rule 9); brows are an upper-face feature	P62
bip_zipper_1	bip_zipper_1	CLEAR	a zipper (garment fastener), numbered	CLEAR	groupFile/Clothing	High		explicit garment-fastener term (rule 8)	P62
valvebiped.bip01_l_vulva	ValveBiped.Bip01_L_Vulva	CLEAR	genital anatomy, left	CLEAR	groupFile/Body	High		plain structural genital anatomy	P62
bip_l_cloth_b_04	bip_l_cloth_b_04	CLEAR	a generic cloth/garment control, left, variant, numbered	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P62
c11	C11	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P62
unused150	unused150	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P62
bone012	Bone012	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P62
face-facialfat	Face-FacialFat	CLEAR	an overall facial-fat/weight shape morph	CLEAR	groupFile/Body Morphs	Medium		explicit shape/weight descriptor, matching the settled muscle/fat-definition Body Morphs precedent (verified current muclesdefine value)	P62
shell.root	Shell.Root	CLEAR	a "Shell" environment element, root/anchor node	CLEAR	groupFile/Other	Medium		matches the sibling Shell.Wall environment-prop family	P62
low seat 1	Low seat 1	CLEAR	a low seat (furniture prop), numbered	CLEAR	groupFile/Other	High		recognized furniture prop	P62
