fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
wristfix	WristFix	CLEAR	an explicit wrist-repair/fix control	CLEAR	groupFile/Correctives	High		explicit "Fix" repair-purpose language (rule 5)	P63
unused_7	Unused_7	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P63
wep_stock_ar_lever_moe	WEP_Stock_AR_Lever_MOE	CLEAR	a weapon stock lever part	CLEAR	groupFile/Other	High		recognized weapon-part prop (rule 16)	P63
beltsfit	BeltsFIT	CLEAR	a belts-fitting garment adjustment control	CLEAR	groupFile/Clothing	Medium		explicit garment-fit term (rule 8)	P63
unused head.041	unused head.041	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker takes priority over anatomical content (rule 15)	P63
plant pot 1	Plant pot 1	CLEAR	a plant pot (furniture/environment prop), numbered	CLEAR	groupFile/Other	High		recognized environment prop	P63
legtoetip2_r	LegToeTip2_R	CLEAR	right leg/toe tip, numbered	CLEAR	groupFile/Toes/RightToes	High		plain toe anatomy, verified RightToes subpath	P63
left_17	left_17	OPAQUE	bare side marker with a number, no object or function named	NOT_APPLICABLE		Low		matches the settled bare side-marker-plus-number precedent	P63
g2	G2	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P63
whr_5	whR_5	OPAQUE	cryptic fragment ("whR"), no recoverable anatomical or functional content, numbered	NOT_APPLICABLE		Low		no readable content, no grounding found	P63
bip_fpinky03_l	Bip_FPinky03_L	CLEAR	left pinky finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P63
midtoe1_l	midToe1_l	CLEAR	left middle toe, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy, verified LeftToes subpath	P63
l_stretcher	L_stretcher	CLEAR	a "stretcher" (stretch-transform) function, left	NEEDS_CONTEXT		Medium	no owning object named for the stretch function	stable function word, owner unresolved	P63
bootybigger	BootyBigger	CLEAR	a "bigger" buttock shape morph	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor (rule 7)	P63
polysurface69	polySurface69	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		matches the settled polySurface### DCC-default precedent	P63
arm right wrist a	arm right wrist a	CLEAR	right wrist, variant a	CLEAR	groupFile/Arms	High		plain arm/wrist anatomy	P63
shorthair_bone_04	shortHair_bone_04	CLEAR	a short-hair bone, numbered	CLEAR	groupFile/Hair	High		matches the sibling shorthair_bone_03 precedent (verified current ledger value)	P63
kissu	Kissu	CLEAR	a "kiss" expression/action (Japanese loanword "kissu")	CLEAR	groupFile/Face/Expressions	Medium		matches the settled face-kiss whole-face expression pattern	P63
unused spine upper	unused spine upper	CLEAR	a self-declared unused/duplicate placeholder	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P63
object008	Object008	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P63
eyes-full-shocked	Eyes-Full-Shocked	CLEAR	a "shocked" expression localized to the eyes	CLEAR	groupFile/Face/Eyes	High		matches the settled "eyes shocked" precedent (verified current ledger value) -- localized eye compound	P63
bippbg l finger4	BipPBG L Finger4	CLEAR	left finger 4, numbered (under a "BipPBG" rig prefix)	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		finger anatomy is grounded content despite the rig-namespace prefix (rule 24)	P63
tentaclebottom3	TentacleBottom3	CLEAR	tentacle anatomy, bottom portion, numbered	NEEDS_CONTEXT		Medium	no established single Master destination convention for tentacle anatomy (see Tranche 7 audit note on the split tentacle-family precedent)	tentacle anatomy is clear, but the destination is genuinely split within the ledger's own precedent (some Other, some NEEDS_CONTEXT) with no clear resolution	P63
body_a	body_a	CLEAR	body, bare structural, variant a, no specific feature named	CLEAR	groupFile/Body	Medium		bare structural body reference	P63
pupils-blankemote-r	Pupils-BlankEmote-R	CLEAR	a "blank"/neutral pupil-expression control, right	CLEAR	groupFile/Face/Eyes	Medium		pupils are an explicit eye-region feature	P63
fingerbase_l	fingerbase_L	CLEAR	left finger base	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P63
l_butt_right	L_Butt_right	CLEAR	buttock anatomy (contradictory L/right side markers)	CLEAR	groupFile/Body	Medium		buttock remains Body regardless of any side marker (rule 26)	P63
jiggle_stomach_lower	jiggle_stomach_lower	CLEAR	a stomach jiggle-physics (dynamics) control, lower	CLEAR	groupFile/Body	Medium		jiggle-physics is a dynamics mechanism, not an appearance/shape statement (rule 7); ordinary structural/physics posing	P63
small pupil	Small pupil	CLEAR	a pupil-size shape control ("small")	CLEAR	groupFile/Face/Eyes	Medium		facial shape/size control on a named eye feature stays within Face/Eyes	P63
hatcloth_bone_01	hatCloth_bone_01	CLEAR	a hat's cloth bone, numbered	CLEAR	groupFile/Clothing	High		explicit "hat" garment term	P63
grip.009	grip.009	CLEAR	a "grip" function, numbered	NEEDS_CONTEXT		Medium	no owning object named for the grip function	stable function word per rule 22; owner unresolved	P63
flex_noise_01	Flex_Noise_01	OPAQUE	generic "flex" category term with a procedural-noise qualifier, no specific object	NOT_APPLICABLE		Low		matches the settled flex_noise_03 precedent (verified current ledger value)	P63
arm left cloth 3c	arm left cloth 3c	CLEAR	an arm-sleeve cloth control, left, variant	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P63
balloon-flat-bottom	balloon-flat-bottom	CLEAR	a "balloon" (literal balloon object vs. breast-slang usage), flat-bottomed	NEEDS_CONTEXT		Low	"balloon" has materially different plausible readings in this content genre	multi-sense bare word	P63
loincloth_front_3	Loincloth_front_3	CLEAR	a loincloth garment, front, numbered	CLEAR	groupFile/Clothing	High		matches the sibling loincloth_front_2 precedent	P63
eyes lusty	Eyes Lusty	CLEAR	a "lusty" expression localized to the eyes	CLEAR	groupFile/Face/Eyes	Medium		explicit eye-region feature named	P63
tenta_7_l	tenta_7_L	CLEAR	tentacle anatomy, left, numbered	NEEDS_CONTEXT		Medium	no established single Master destination convention for tentacle anatomy (see Tranche 7 audit note on the split tentacle-family precedent)	tentacle anatomy is clear, but the destination is genuinely split within the ledger's own precedent	P63
bas.rear_center_1_jiggle	BAS.Rear_Center_1_jiggle	CLEAR	a "jiggle" (dynamic-physics) function, rear-center position (BAS. internal namespace)	NEEDS_CONTEXT		Medium	no owning object is named for the jiggle-physics function	"jiggle" is grounded function content that survives the otherwise-unreliable BAS. namespace (rule 24-style)	P63
left little distal	Left Little Distal	CLEAR	left pinky (little) finger, distal segment	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P63
pussparent.002_r.008	PussParent.002_R.008	CLEAR	genital rig-parent node, right, numbered	CLEAR	groupFile/Body	Medium		plain structural genital anatomy	P63
def-foot.001.02.l	DEF-foot.001.02.L	CLEAR	left foot, numbered (DEF- generic rig prefix)	CLEAR	groupFile/Legs	High		DEF- prefix carries no destination signal (rule 9); foot is plain leg anatomy	P63
pot belly	Pot Belly	CLEAR	a "pot belly" shape descriptor	CLEAR	groupFile/Body Morphs	High		recognized body-shape idiom (explicit appearance descriptor, rule 7)	P63
innerbrows_down_l	innerbrows_down_l	CLEAR	inner eyebrow, down direction, left	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow feature	P63
wep_boltcatch	WEP_BoltCatch	CLEAR	a weapon bolt-catch part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P63
front 2_1	Front 2_1	OPAQUE	a positional label ("front") with numbers, no object named	NOT_APPLICABLE		Low		matches the settled bare positional-label-no-object precedent	P63
bobcut.front_left_1	Bobcut.Front_Left_1	CLEAR	a "bob cut" hairstyle, front-left, numbered	CLEAR	groupFile/Hair	High		named hairstyle term	P63
biceps_r	biceps_R	CLEAR	right bicep	CLEAR	groupFile/Arms	High		plain arm anatomy	P63
asdown	Asdown	OPAQUE	cryptic fragment ("Asdown"), no recoverable anatomical or functional content	NOT_APPLICABLE		Low		no clear word segmentation or grounding found	P63
collar_l1	Collar_L1	CLEAR	a left collar/clavicle rig bone, numbered	CLEAR	groupFile/Arms	Medium		bare unqualified "collar" matches the settled biped-clavicle precedent (no garment qualifier present)	P63
bip01-r-hand001	Bip01-R-Hand001	CLEAR	right hand, numbered	CLEAR	groupFile/Arms	High		plain arm/hand anatomy	P63
bone043	Bone043	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P63
box_face_01_m	Box_Face_01_M	PARTIAL	a "Box Face" (a geometric face/panel of a box object vs. a character's face), numbered, variant M	NEEDS_CONTEXT		Low	"Box Face" plausibly reads as either a 3D-modeling term (a box primitive's geometric face/panel) or a character-face reference; nothing disambiguates which	materially different core readings, not merely an unnamed owner	P63
unusedtransform2 cmn sl alison	unusedtransform2 cmn sl alison	CLEAR	a self-declared unused/duplicate placeholder, with an attached character reference	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P63
maid.necktie_left_outer_3	Maid.Necktie_Left_Outer_3	CLEAR	a maid costume's necktie, left, outer, numbered	CLEAR	groupFile/Clothing	High		explicit worn-garment/accessory term	P63
wep_stock_para	WEP_Stock_Para	CLEAR	a weapon stock, "para" (paratrooper) variant	CLEAR	groupFile/Other	High		recognized weapon-part prop	P63
bip facelipridge1out r	bip facelipridge1out r	CLEAR	a lip-ridge control, outward, right	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P63
bip_stone _r_finger_globe_2_	Bip_STONE _R_Finger_Globe_2_	PARTIAL	right finger control, undecoded qualifier ("Globe")	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium	"Globe" is an actual undecoded token, matching rule 22's own documented Finger_Globe_* example	finger owner is clear; "Globe" qualifier is genuinely undecoded (rule 22 PARTIAL test)	P63
bone20	Bone20	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P63
wrinkle_small_1	wrinkle_small_1	CLEAR	a small skin-wrinkle shape/texture control, numbered	CLEAR	groupFile/Body Morphs	Medium		explicit skin-texture appearance descriptor (rule 7)	P63
gun_2_l	gun_2_L	CLEAR	a gun (weapon), left, numbered	CLEAR	groupFile/Other	High		recognized weapon prop	P63
jiggleboob	jiggleboob	CLEAR	a breast jiggle-physics (dynamics) control	CLEAR	groupFile/Body	Medium		jiggle-physics is a dynamics mechanism, not an appearance/shape statement (rule 7); ordinary structural/physics posing	P63
