fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
unused153	unused153	CLEAR	a self-declared unused placeholder, numbered	CLEAR	groupFile/Useless	High		"self-declared ""unused"" (rule 15)"	P46
boneroot	boneRoot	OPAQUE	a generic bone root/anchor, no functional/regional word	NOT_APPLICABLE		Low		"matches the generic numbered bone precedent -- ""root"" adds no anatomical content"	P46
cord3	Cord3	CLEAR	a cord (accessory), numbered	NEEDS_CONTEXT		Medium	owner/mount for the cord accessory is not named	bare accessory noun with no owner (rule 25)	P46
lsidehair	LSidehair	CLEAR	side hair, left	CLEAR	groupFile/Hair	High		plain hair anatomy	P46
foot_ring_2_r	foot_ring_2_R	CLEAR	right ring-toe (4th toe) anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		"matches the live Master's overwhelming ""ring toe"" precedent (139/141 -> Toes) -- the toe itself, not jewelry"	P46
jacket_border_6_l	jacket_border_6_L	CLEAR	a jacket (garment) border/hem, left, numbered	CLEAR	groupFile/Clothing	High		plain worn garment	P46
r_knee_front_upper_helper	r_knee_front_upper_helper	CLEAR	right knee anatomy, front/upper helper bone	CLEAR	groupFile/Legs	High		"""helper"" is neutral rig naming (rule 4); knee is the clear anatomical referent"	P46
bip_l_finger_a_01	bip_l_finger_a_01	CLEAR	left finger anatomy, variant A, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P46
flm-arma-sworda-cl1	Flm-ArmA-SwordA-CL1	CLEAR	a sword (weapon), variant A, CL1 (internal Flm-ArmA namespace set aside)	CLEAR	groupFile/Other	High		"""Sword"" is meaningful, independently-grounded content despite the internal rig namespace (rule 24)"	P46
fan.rear_1	Fan.Rear_1	PARTIAL	"a ""fan"" object, rear-positioned, numbered"	NEEDS_CONTEXT		Medium	"""fan"" has materially different core senses (handheld fan accessory vs. mechanical/ventilation fan)"	bare multi-sense word, no grounding to pick a reading	P46
hokage hat right 2b	hokage hat right 2b	CLEAR	a Hokage hat (recognized costume headwear), right, numbered	CLEAR	groupFile/Clothing	High		explicit named worn accessory	P46
egg.wall_15	Egg.Wall_15	CLEAR	an egg-themed wall/environment element, numbered	CLEAR	groupFile/Other	Medium		"""wall"" indicates an environment/structural prop context"	P46
taz_r	Taz_R	OPAQUE	"a generic tag, right (""Taz"" character-name prefix)"	NOT_APPLICABLE		Low		matches the settled Taz_L precedent -- no content beyond a possible character-name prefix	P46
bone 82	bone 82	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P46
flm-armb-back-b1	Flm-ArmB-Back-B1	CLEAR	back anatomy, variant B1 (internal Flm-ArmB namespace set aside)	CLEAR	groupFile/Body	High		"""Back"" is a named internal segment (parallel to the established Foot/Leg/Neck/Sword siblings in this same namespace), independently-grounded content (rule 24)"	P46
third_arms_l_index4	Third_Arms_L_Index4	CLEAR	"an extra (""third"") left arm, index finger, segment 4"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the settled second_arms/third_arms finger-numbered precedent; limb count does not change destination (rule 19)	P46
bonehigh04	BoneHigh04	OPAQUE	"a bare ""bone"" designation with a position qualifier (""high""), numbered, no specific anatomical content"	NOT_APPLICABLE		Low		matches the settled bonehigh05 precedent	P46
second_arms_l_index2	Second_Arms_L_Index2	CLEAR	"an extra (""second"") left arm, index finger, segment 2"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the settled second_arms/third_arms finger-numbered precedent	P46
sidepanel	Sidepanel	PARTIAL	"a ""side panel"" element"	NEEDS_CONTEXT		Low	"""side panel"" has materially different plausible readings (garment side panel vs. vehicle/furniture panel vs. UI panel)"	bare multi-sense phrase, no grounding to pick a reading	P46
head eyeball pupil left	head eyeball pupil left	CLEAR	eyeball/pupil anatomy, left (head is a location prefix)	CLEAR	groupFile/Face/Eyes	High		plain eye-region anatomy	P46
leg front thigh left	leg front thigh left	CLEAR	thigh anatomy, front, left	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P46
sidehair_l1	sideHair_L1	CLEAR	side hair, left, numbered	CLEAR	groupFile/Hair	High		plain hair anatomy	P46
l_upper_leg_twist_b_helper	l_upper_leg_twist_b_helper	CLEAR	left upper-leg (thigh) twist, variant B, helper bone	CLEAR	groupFile/Legs	High		twist/helper is standard rig anatomy, not corrective (rules 3-4)	P46
v_kk	v_kk	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P46
eyes-surprised	eyes-surprised	CLEAR	"a ""surprised"" eye expression"	CLEAR	groupFile/Face/Eyes	High		explicit eye-region expression control	P46
lowerlipdown-right	LowerLipDown-Right	CLEAR	lower-lip-down action, right	CLEAR	groupFile/Face/Lower Face	High		plain lip anatomy and action	P46
bigtoe2_r	bigToe2_r	CLEAR	right big-toe anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		plain toe anatomy	P46
bippbg r finger3	BipPBG R Finger3	CLEAR	right finger 3 (rig/model prefix set aside)	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P46
blink_both	Blink_Both	CLEAR	a blink action, both eyes	CLEAR	groupFile/Face/Eyes	High		plain eye-region action	P46
56	56	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low		no readable content	P46
brk-rig-hole-v2	Brk-Rig-Hole-V2	CLEAR	"a ""hole"" (opening/aperture) element within the internal Brk-Rig namespace, variant V2"	NEEDS_CONTEXT		Low	the internal rig namespace does not establish which object/anatomical region owns this opening	matches the settled brk-rig-hole-a precedent	P46
legmiddlefinger1_l	LegMiddleFinger1_L	CLEAR	"a finger-like digit control associated with ""leg,"" middle finger, left, numbered"	NEEDS_CONTEXT		Medium	the literal names two incompatible anatomical tokens (leg vs. finger) with no way to tell which governs	"matches the settled Tranche 3/4 ""Leg...Finger"" mixed-region precedent"	P46
fit buttom	fit buttom	CLEAR	"a garment ""fit"" adjustment, bottom/bottoms region (obvious misspelling of ""bottom"")"	CLEAR	groupFile/Clothing	Medium		"matches the established ""fit""-as-garment-simulation-term pattern (body-suit-fit, clothesfitshirt)"	P46
toy_bone_08	toy_bone_08	CLEAR	a bone-shaped toy (recognized real-world object), numbered	CLEAR	groupFile/Other	Medium		"""toy"" disambiguates ""bone"" as a toy object, not skeletal anatomy"	P46
opt_hand_right_metacarpal04	OPT_Hand_Right_Metacarpal04	CLEAR	right metacarpal (hand-bone) anatomy, numbered	CLEAR	groupFile/Arms/RightArm/RightCarpals	High		matches the live Master's own metacarpal precedent (10/10 -> Carpals)	P46
chainback_l	ChainBack_L	PARTIAL	"a ""chain"", back position, left"	NEEDS_CONTEXT		Medium	"""chain"" has materially different core senses (jewelry chain / physics-simulation chain / mechanical chain)"	bare multi-sense word, no grounding to pick a reading	P46
gripsafety	Gripsafety	CLEAR	a grip safety (firearm safety mechanism)	CLEAR	groupFile/Other	Medium		recognized specific firearm-mechanism term	P46
bipfin lthightwist1	BipFin LThighTwist1	CLEAR	left thigh-twist bone (rig/model prefix set aside), numbered	CLEAR	groupFile/Legs	High		twist is standard rig anatomy, not corrective (rule 3)	P46
cc_backtoe.r	cc_backtoe.r	CLEAR	back-toe anatomy, right	CLEAR	groupFile/Toes/RightToes	Medium		"matches the live Master's ""r toe back"" -> RightToes precedent"	P46
