fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
shell.wall_24	Shell.Wall_24	CLEAR	a numbered wall-shell prop panel	CLEAR	groupFile/Other	Medium	a minority of Shell.Wall_N siblings are OPAQUE with no stated distinguishing reason	matches the majority Shell.Wall_N sibling pattern (7/10/15/16/18/21/27/28/34/36/43/51/53/57/58/59/2/8), all CLEAR/CLEAR/Other	P83	
heellength	HeelLength	PARTIAL	a 'heel' (anatomical foot heel / footwear heel) length shape control	NEEDS_CONTEXT		Medium	materially different core readings (body part vs. garment part) remain plausible	matches heelroot's unresolved body-vs-footwear reading (rule 22b)	P83	
bikini_10	Bikini_10	CLEAR	a numbered bikini garment control	CLEAR	groupFile/Clothing	High		matches extensive Bikini_N sibling series, all CLEAR/CLEAR/Clothing	P83	
frontfront	FrontFront	OPAQUE	a bare doubled positional word with no object named	NOT_APPLICABLE		Medium		matches bare positional-label-no-owner OPAQUE precedent	P83	
r_rear_holster_0u_0v	r_rear_holster_0u_0v	CLEAR	a right rear holster control, UV-indexed	CLEAR	groupFile/Clothing	High		matches extensive rear_holster sibling family, all CLEAR/CLEAR/Clothing (worn equipment, rule 16)	P83	
bip01_neck009	Bip01_Neck009	CLEAR	a neck bone, numbered	CLEAR	groupFile/Body	High		matches direct sibling Bip01_Neck016, CLEAR/CLEAR/Body	P83	
bas.right_3_jiggle	BAS.Right_3_jiggle	CLEAR	a jiggle-physics function in the BAS. internal namespace, position right, numbered	NEEDS_CONTEXT		High	no anatomical owner named	matches majority jiggle-suffixed BAS. pattern (function known, owner unresolved, rule 25)	P83	
v_weapon.left_ring03	v_weapon.Left_Ring03	CLEAR	a left ring-finger bone, segment 03, on a weapon-hand namespace	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches v_weapon.left_ring02/right_ring01 sibling pattern	P83	
bip_bobby_r_calftwist	Bip_BOBBY_R_CalfTwist	CLEAR	a right calf twist bone on the Bobby rig namespace	CLEAR	groupFile/Legs	High		matches Bip_BOBBY_L_CalfTwist/CalfTwist1 sibling series, all CLEAR/CLEAR/Legs	P83	
lowerarm_twist_l_02	lowerarm_twist_l_02	CLEAR	a left lower-arm (forearm) twist bone, numbered	CLEAR	groupFile/Arms	High		ordinary forearm twist bone (rule 3); bare Arms per rule 10 default	P83	
