fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bhr42	BhR42	OPAQUE	cryptic ungrounded abbreviation+number+side code	NOT_APPLICABLE		High		matches established Bh##.* cryptic-code precedent	P136
hatplume_1	HatPlume_1	CLEAR	hat plume decoration, numbered	CLEAR	groupFile/Clothing	High		garment accessory	P136
key.quote	Key.Quote	CLEAR	keyboard-key prop (quote key)	CLEAR	groupFile/Other	Low		recognized prop object	P136
crow_1.femur_r	Crow_1.Femur_R	CLEAR	femur (character prefix set aside), right	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P136
temporalis02_l	temporalis02_L	CLEAR	temporalis jaw muscle, numbered, left	CLEAR	groupFile/Face/Lower Face	Medium		grounded anatomical jaw-muscle term	P136
bobby_bone_necklace_03	BOBBY_Bone_NeckLace_03	CLEAR	necklace accessory (character prefix), numbered	CLEAR	groupFile/Clothing	High		garment accessory	P136
right_joint	Right_joint	OPAQUE	generic "joint" label, right, no specific anatomy	NOT_APPLICABLE		Medium		no recoverable referent (rule 27)	P136
rightinhandring	RightInHandRing	CLEAR	right ring finger	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P136
doodad.bell_string_2	Doodad.Bell_String_2	CLEAR	bell-and-string decorative trinket, numbered	CLEAR	groupFile/Clothing	Low		decorative accessory	P136
org-palm.02.l	ORG-palm.02.L	CLEAR	palm anatomy, numbered, left	CLEAR	groupFile/Arms	High		structural hand/palm anatomy	P136
musclesleg	MusclesLeg	CLEAR	leg muscle definition	CLEAR	groupFile/Body Morphs	High		explicit muscle-definition/appearance descriptor	P136
belt r	BELT R	CLEAR	belt, right	CLEAR	groupFile/Clothing	High		garment accessory	P136
back 4_1	Back 4_1	CLEAR	back anatomy, numbered	CLEAR	groupFile/Body	High		plain structural back anatomy	P136
anus_pull	anus_pull	CLEAR	anal pull function	CLEAR	groupFile/Body Morphs	Medium		explicit state/function control, matches established anus-push precedent this tranche	P136
leg_3.lower	leg_3.lower	CLEAR	leg, numbered, lower segment	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P136
